epoch;accuracy;loss
90;8.036001e-05;0.003116940124206683
91;8.036001e-05;0.0031064534823792337
92;8.036001e-05;0.003098301973948268
93;8.036001e-05;0.0031163621997064785
94;8.036001e-05;0.003111368103117673
95;8.036001e-05;0.0031032594669066537
96;8.036001e-05;0.003113698584905149
97;8.036001e-05;0.003112957104690212
98;8.036001e-05;0.0030960130045323475
99;8.036001e-05;0.0030973697702279387
100;8.036001e-05;0.0030983012327492608
101;8.036001e-05;0.003098940891012293
102;8.036001e-05;0.003079731404377251
103;8.036001e-05;0.0030888685109926465
104;8.036001e-05;0.003087895771549522
105;8.036001e-05;0.0030897455655036813
106;8.036001e-05;0.0030806234546911595
107;8.036001e-05;0.00308921450017242
108;8.036001e-05;0.003088161923034098
109;8.036001e-05;0.0030808988538107173
110;8.036001e-05;0.003074845713240371
111;8.036001e-05;0.003075242592672605
112;8.036001e-05;0.003068574914366229
113;8.036001e-05;0.003075578554317047
114;8.036001e-05;0.00307512624734275
115;8.036001e-05;0.0030723074904988445
116;8.036001e-05;0.0030675427934455553
117;8.036001e-05;0.003064718683883867
118;8.036001e-05;0.003062576046950704
119;8.036001e-05;0.0030561053937843675
120;8.036001e-05;0.0030802207305541535
121;8.036001e-05;0.0030721826854577757
122;8.036001e-05;0.003073975456627037
123;8.036001e-05;0.0030597400752998367
124;8.036001e-05;0.0030633733325046513
125;8.036001e-05;0.003055571343972773
126;8.036001e-05;0.0030537037751701902
127;8.036001e-05;0.0030649163144762796
128;8.036001e-05;0.0030520994511641247
129;8.036001e-05;0.0030629890760110867
130;8.036001e-05;0.00306259871965642
131;8.036001e-05;0.0030522198869524487
132;8.036001e-05;0.003049623012691745
133;8.036001e-05;0.0030476175917047124
134;8.036001e-05;0.0030355480207341534
135;8.036001e-05;0.003054277890245277
136;8.036001e-05;0.003039369561460796
137;8.036001e-05;0.00304475705343592
138;8.036001e-05;0.0030416254517554257
139;8.036001e-05;0.0030255029694801192
140;8.036001e-05;0.003035123724549144
141;8.036001e-05;0.003033239469683049
142;8.036001e-05;0.0030377624656661353
143;8.036001e-05;0.0030419449930854416
144;8.036001e-05;0.0030284210734166346
145;8.036001e-05;0.003025458840586991
146;8.036001e-05;0.0030243321653334937
147;8.036001e-05;0.003020886226271288
148;8.036001e-05;0.003022863417688051
149;8.036001e-05;0.0030086203068834553
150;8.036001e-05;0.003019751262190629
151;8.036001e-05;0.003013589333492048
152;8.036001e-05;0.0030154649579928077
153;8.036001e-05;0.0030123578551044736
154;8.036001e-05;0.0030113322936415753
155;8.036001e-05;0.003009112528226104
156;8.036001e-05;0.003018122567655713
157;8.036001e-05;0.003008904675314345
158;8.036001e-05;0.0029984868192806462
159;8.036001e-05;0.0029963150071740225
160;8.036001e-05;0.002992900717176206
161;8.036001e-05;0.0030032229450740197
162;8.036001e-05;0.003002783176619228
163;8.036001e-05;0.0029919814786598074
164;8.036001e-05;0.0029902046537469565
165;8.036001e-05;0.002991663486785134
166;8.036001e-05;0.0029777698553810922
167;8.036001e-05;0.0029697173640196766
168;8.036001e-05;0.0029778464108994257
169;8.036001e-05;0.002962086918007306
170;8.036001e-05;0.002961221721124366
171;8.036001e-05;0.0029722377281036177
172;8.036001e-05;0.002976273582984161
173;8.036001e-05;0.0029717758492789187
174;8.036001e-05;0.0029651571728616334
175;8.036001e-05;0.0029554483376412503
176;8.036001e-05;0.002957443875263813
177;8.036001e-05;0.002946025772739659
178;8.036001e-05;0.002950731228773495
179;8.036001e-05;0.002958728964558782
180;8.036001e-05;0.0029515073426878433
181;8.036001e-05;0.0029643077369126214
182;8.036001e-05;0.0029408218809482026
183;8.036001e-05;0.0029585307926688746
184;8.036001e-05;0.0029407765516091147
185;8.036001e-05;0.0029283546931635355
186;8.036001e-05;0.0029383586823544623
187;8.036001e-05;0.002947303192474033
188;8.036001e-05;0.002930475677650942
189;8.036001e-05;0.0029410248430399243
190;8.036001e-05;0.0029377200505203713
191;8.036001e-05;0.002933757000494247
192;8.036001e-05;0.0029282929610922517
193;8.036001e-05;0.002930070659451247
194;8.036001e-05;0.002916392539378688
195;8.036001e-05;0.0029296200886533676
196;8.036001e-05;0.0029146384051997785
197;8.036001e-05;0.0029219877239199886
198;8.036001e-05;0.0029178421633105755
199;8.036001e-05;0.0029093574310347053
200;8.036001e-05;0.002914034912229218
201;8.036001e-05;0.002910564025568598
202;8.036001e-05;0.0029097755153049774
203;8.036001e-05;0.0029222815676808265
204;8.036001e-05;0.0029061046156009
205;8.036001e-05;0.0029054211563932977
206;8.036001e-05;0.0028932979194028446
207;8.036001e-05;0.002901684690645506
208;8.036001e-05;0.0029011541862548956
209;8.036001e-05;0.0028976178794318597
210;8.036001e-05;0.002884866878200948
211;8.036001e-05;0.0028844915863820023
212;8.036001e-05;0.0028896124186225877
213;8.036001e-05;0.0028857282925994995
214;8.036001e-05;0.0028997284284452483
215;8.036001e-05;0.002891610290656106
216;8.036001e-05;0.0028888474483042786
217;8.036001e-05;0.0028803503608540895
218;8.036001e-05;0.002887995669018926
219;8.036001e-05;0.002875627863137479
220;8.036001e-05;0.002865737158098113
221;8.036001e-05;0.0028664715428096286
222;8.036001e-05;0.0028636121587564145
223;8.036001e-05;0.0028679584713399635
224;8.036001e-05;0.00287464386801201
225;8.036001e-05;0.0028664331348976333
226;8.036001e-05;0.002854613387412014
227;8.036001e-05;0.0028685169356245555
228;8.036001e-05;0.002848928248209919
229;8.036001e-05;0.002849982844717804
230;8.036001e-05;0.002860171215403455
231;8.036001e-05;0.0028514947417074854
232;8.036001e-05;0.002849010636705063
233;8.036001e-05;0.0028530523733197085
234;8.036001e-05;0.002835729077775998
235;8.036001e-05;0.0028379929129423
236;8.036001e-05;0.0028352165912390427
237;8.036001e-05;0.002831857506737309
238;8.036001e-05;0.0028213275149146745
239;8.036001e-05;0.00282969730643736
240;8.036001e-05;0.0028265175582248303
241;8.036001e-05;0.0028250573958877897
242;8.036001e-05;0.0028225785012400404
243;8.036001e-05;0.0028187159705684553
244;8.036001e-05;0.002811751528633787
245;8.036001e-05;0.002818186745291369
246;8.036001e-05;0.002809507379183571
247;8.036001e-05;0.0028063333831705585
248;8.036001e-05;0.0028034123508824107
249;8.036001e-05;0.0027935741855576804
250;8.036001e-05;0.0027950677729110837
251;8.036001e-05;0.0027944552286679617
252;8.036001e-05;0.0027902823616908876
253;8.036001e-05;0.0027935329134262925
254;8.036001e-05;0.002775103022579112
255;8.036001e-05;0.0027733091761902168
256;8.036001e-05;0.0027751197001003977
257;8.036001e-05;0.0027688921264065955
258;8.036001e-05;0.002775498200504974
259;8.036001e-05;0.002756346635742381
260;8.036001e-05;0.0027556256323604147
261;8.036001e-05;0.002746895374115334
262;8.036001e-05;0.0027304557369815722
263;8.036001e-05;0.002747500984157874
264;8.036001e-05;0.0027287821156875345
265;8.036001e-05;0.002728615646620944
266;8.036001e-05;0.0027340691867916906
267;8.036001e-05;0.002713400199436952
268;8.036001e-05;0.002709220482734573
269;8.036001e-05;0.0027168652217280653
270;8.036001e-05;0.002703666078886316
271;8.036001e-05;0.0026971094933102477
272;8.036001e-05;0.0026888206345086797
273;8.036001e-05;0.00267747413392279
274;8.036001e-05;0.002681835897660847
275;8.036001e-05;0.002668164106030609
276;8.036001e-05;0.002673556919167616
277;8.036001e-05;0.0026632395143435937
278;8.036001e-05;0.0026417931341288638
279;8.036001e-05;0.0026442791301048854
280;8.036001e-05;0.0026353479418824116
281;8.036001e-05;0.0026047478378821575
282;8.036001e-05;0.0026242553653107546
283;8.036001e-05;0.002595739027334031
284;8.036001e-05;0.0025912846366714266
285;8.036001e-05;0.0025863688020768775
286;8.036001e-05;0.0025698757487145826
287;8.036001e-05;0.0025739854881035138
288;8.036001e-05;0.0025543623172458625
289;8.036001e-05;0.002529615482230059
290;8.036001e-05;0.002510744870495646
291;8.036001e-05;0.002523815245431599
292;8.036001e-05;0.0025073453702703337
293;8.036001e-05;0.002497888492126581
294;8.036001e-05;0.002477735964255877
295;8.036001e-05;0.002472617619164349
296;8.036001e-05;0.002455715325176293
297;8.036001e-05;0.0024418461448884416
298;8.036001e-05;0.0024304709662130407
299;8.036001e-05;0.0024215581973346064
300;8.036001e-05;0.0024213521419164854
301;8.036001e-05;0.002391083056645187
302;8.036001e-05;0.002386315452916409
303;8.036001e-05;0.002364664274342932
304;8.036001e-05;0.002356046017754225
305;8.036001e-05;0.0023593083843227976
306;8.036001e-05;0.00234660439121275
307;8.036001e-05;0.002326317393419733
308;8.036001e-05;0.002313456046125471
309;8.036001e-05;0.0023014753894064627
310;8.036001e-05;0.002293770405480563
311;8.036001e-05;0.002291099773968081
312;8.036001e-05;0.0022879354395774357
313;8.036001e-05;0.0022754414631198845
314;8.036001e-05;0.0022779543032586383
315;8.036001e-05;0.002257827981991445
316;8.036001e-05;0.002250798544946388
317;8.036001e-05;0.0022388701830478135
318;8.036001e-05;0.0022468421091114367
319;8.036001e-05;0.002228574627675682
320;8.036001e-05;0.002228339920638628
321;8.036001e-05;0.002243043269451046
322;8.036001e-05;0.0022145991832428972
323;8.036001e-05;0.0022102884055888185
324;8.036001e-05;0.002213112248839144
325;8.036001e-05;0.0022009398033596824
326;8.036001e-05;0.002197207964617218
327;8.036001e-05;0.002201145079379434
328;8.036001e-05;0.002184991429484311
329;8.036001e-05;0.002180251011277485
330;8.036001e-05;0.002183674450227952
331;8.036001e-05;0.0021757773350998505
332;8.036001e-05;0.0021787760429665976
333;8.036001e-05;0.0021684932245864498
334;8.036001e-05;0.0021686301847689883
335;8.036001e-05;0.002160357759644362
336;8.036001e-05;0.0021630350723689474
337;8.036001e-05;0.0021493443939238207
338;8.036001e-05;0.0021415792382500176
339;8.036001e-05;0.0021350233489243016
340;8.036001e-05;0.0021487866863769724
341;8.036001e-05;0.0021370777582386006
342;8.036001e-05;0.0021304582756470824
343;8.036001e-05;0.0021321942715277283
344;8.036001e-05;0.0021242721644907894
345;8.036001e-05;0.0021232741128003447
346;8.036001e-05;0.002124699746313698
347;8.036001e-05;0.0021192405972762624
348;8.036001e-05;0.00211508059502895
349;8.036001e-05;0.002109948734331767
